name,multiverse_id,layout,names,mana_cost,cmc,colors,color_identity,type,supertypes,subtypes,rarity,text,flavor,artist,number,power,toughness,loyalty,variations
Circle of Protection: Green,840,normal,,{1}{W},2,['W'],['W'],Enchantment,,,Common,"{1}: The next time a green source of your choice would deal damage to you this turn, prevent that damage.",,Sandra Everingham,12,,,,
Circle of Protection: Red,841,normal,,{1}{W},2,['W'],['W'],Enchantment,,,Common,"{1}: The next time a red source of your choice would deal damage to you this turn, prevent that damage.",,Mark Tedin,13,,,,
Circle of Protection: White,842,normal,,{1}{W},2,['W'],['W'],Enchantment,,,Common,"{1}: The next time a white source of your choice would deal damage to you this turn, prevent that damage.",,Douglas Shuler,14,,,,
Consecrate Land,843,normal,,{W},1,['W'],['W'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant land
Enchanted land has indestructible and can't be enchanted by other Auras.",,Jeff A. Menges,15,,,,
Conversion,844,normal,,{2}{W}{W},4,['W'],['W'],Enchantment,,,Uncommon,"At the beginning of your upkeep, sacrifice Conversion unless you pay {W}{W}.
All Mountains are Plains.",,Jesper Myrfors,16,,,,
Crusade,845,normal,,{W}{W},2,['W'],['W'],Enchantment,,,Rare,White creatures get +1/+1.,,Mark Poole,17,,,,
Death Ward,846,normal,,{W},1,['W'],['W'],Instant,,,Common,Regenerate target creature.,,Mark Poole,18,,,,
Disenchant,847,normal,,{1}{W},2,['W'],['W'],Instant,,,Common,Destroy target artifact or enchantment.,,Amy Weber,19,,,,
Farmstead,848,normal,,{W}{W}{W},3,['W'],['W'],Enchantment — Aura,,['Aura'],Rare,"Enchant land
Enchanted land has ""At the beginning of your upkeep, you may pay {W}{W}. If you do, you gain 1 life.""",,Mark Poole,20,,,,
Green Ward,849,normal,,{W},1,['W'],['W'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant creature
Enchanted creature has protection from green. This effect doesn't remove Green Ward.",,Dan Frazier,21,,,,
Guardian Angel,850,normal,,{X}{W},1,['W'],['W'],Instant,,,Common,"Prevent the next X damage that would be dealt to any target this turn. Until end of turn, you may pay {1} any time you could cast an instant. If you do, prevent the next 1 damage that would be dealt to that permanent or player this turn.",,Anson Maddocks,22,,,,
Healing Salve,851,normal,,{W},1,['W'],['W'],Instant,,,Common,"Choose one —
• Target player gains 3 life.
• Prevent the next 3 damage that would be dealt to any target this turn.",,Dan Frazier,23,,,,
Holy Armor,852,normal,,{W},1,['W'],['W'],Enchantment — Aura,,['Aura'],Common,"Enchant creature
Enchanted creature gets +0/+2.
{W}: Enchanted creature gets +0/+1 until end of turn.",,Melissa A. Benson,24,,,,
Holy Strength,853,normal,,{W},1,['W'],['W'],Enchantment — Aura,,['Aura'],Common,"Enchant creature
Enchanted creature gets +1/+2.",,Anson Maddocks,25,,,,
Island Sanctuary,854,normal,,{1}{W},2,['W'],['W'],Enchantment,,,Rare,"If you would draw a card during your draw step, instead you may skip that draw. If you do, until your next turn, you can't be attacked except by creatures with flying and/or islandwalk.",,Mark Poole,26,,,,
Karma,855,normal,,{2}{W}{W},4,['W'],['W'],Enchantment,,,Uncommon,"At the beginning of each player's upkeep, Karma deals damage to that player equal to the number of Swamps they control.",,Richard Thomas,27,,,,
Lance,856,normal,,{W},1,['W'],['W'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant creature
Enchanted creature has first strike.",,Rob Alexander,28,,,,
Mesa Pegasus,857,normal,,{1}{W},2,['W'],['W'],Creature — Pegasus,,['Pegasus'],Common,"Flying; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)","Before a woman marries in the village of Sursi, she must visit the land of the Mesa Pegasus. Legend has it that if the woman is pure of heart and her love is true, a Mesa Pegasus will appear, blessing her family with long life and good fortune.",Melissa A. Benson,29,1,1,,
Northern Paladin,858,normal,,{2}{W}{W},4,['W'],['W'],Creature — Human Knight,,"['Human', 'Knight']",Rare,"{W}{W}, {T}: Destroy target black permanent.","""Look to the north; there you will find aid and comfort."" —The Book of Tal",Douglas Shuler,30,3,3,,
Pearled Unicorn,859,normal,,{2}{W},3,['W'],['W'],Creature — Unicorn,,['Unicorn'],Common,,"""'Do you know, I always thought Unicorns were fabulous monsters, too? I never saw one alive before!' 'Well, now that we have seen each other,' said the Unicorn, 'if you'll believe in me, I'll believe in you.'"" —Lewis Carroll",Cornelius Brudi,31,2,2,,
Personal Incarnation,860,normal,,{3}{W}{W}{W},6,['W'],['W'],Creature — Avatar Incarnation,,"['Avatar', 'Incarnation']",Rare,"{0}: The next 1 damage that would be dealt to Personal Incarnation this turn is dealt to its owner instead. Only Personal Incarnation's owner may activate this ability.
When Personal Incarnation dies, its owner loses half their life, rounded up.",,Kev Brockschmidt,32,6,6,,
Purelace,861,normal,,{W},1,['W'],['W'],Instant,,,Rare,Target spell or permanent becomes white. (Mana symbols on that permanent remain unchanged.),,Sandra Everingham,33,,,,
Red Ward,862,normal,,{W},1,['W'],['W'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant creature
Enchanted creature has protection from red. This effect doesn't remove Red Ward.",,Dan Frazier,34,,,,
Resurrection,863,normal,,{2}{W}{W},4,['W'],['W'],Sorcery,,,Uncommon,Return target creature card from your graveyard to the battlefield.,,Dan Frazier,35,,,,
Reverse Damage,864,normal,,{1}{W}{W},3,['W'],['W'],Instant,,,Rare,"The next time a source of your choice would deal damage to you this turn, prevent that damage. You gain life equal to the damage prevented this way.",,Dameon Willich,36,,,,
Righteousness,865,normal,,{W},1,['W'],['W'],Instant,,,Rare,Target blocking creature gets +7/+7 until end of turn.,,Douglas Shuler,37,,,,
Samite Healer,866,normal,,{1}{W},2,['W'],['W'],Creature — Human Cleric,,"['Human', 'Cleric']",Common,{T}: Prevent the next 1 damage that would be dealt to any target this turn.,Healers ultimately acquire the divine gifts of spiritual and physical wholeness. The most devout are also granted the ability to pass physical wholeness on to others.,Tom Wänerstrand,38,1,1,,
Savannah Lions,867,normal,,{W},1,['W'],['W'],Creature — Cat,,['Cat'],Rare,,"The traditional kings of the jungle command a healthy respect in other climates as well. Relying mainly on their stealth and speed, Savannah Lions can take a victim by surprise, even in the endless flat plains of their homeland.",Daniel Gelon,39,2,1,,
Serra Angel,868,normal,,{3}{W}{W},5,['W'],['W'],Creature — Angel,,['Angel'],Uncommon,"Flying, vigilance","Born with wings of light and a sword of faith, this heavenly incarnation embodies both fury and purity.",Douglas Shuler,40,4,4,,
Swords to Plowshares,869,normal,,{W},1,['W'],['W'],Instant,,,Uncommon,Exile target creature. Its controller gains life equal to its power.,,Jeff A. Menges,41,,,,
Veteran Bodyguard,870,normal,,{3}{W}{W},5,['W'],['W'],Creature — Human,,['Human'],Rare,"As long as Veteran Bodyguard is untapped, all damage that would be dealt to you by unblocked creatures is dealt to Veteran Bodyguard instead.","Good bodyguards are hard to find, mainly because they don't live long.",Douglas Shuler,42,2,5,,
Wall of Swords,871,normal,,{3}{W},4,['W'],['W'],Creature — Wall,,['Wall'],Uncommon,"Defender (This creature can't attack.)
Flying","Just as the evil ones approached to slay Justina, she cast a great spell, imbuing her weapons with her own life force. Thus she fulfilled the prophecy: ""In the death of your savior will you find salvation.""",Mark Tedin,43,3,5,,
White Knight,872,normal,,{W}{W},2,['W'],['W'],Creature — Human Knight,,"['Human', 'Knight']",Uncommon,"First strike (This creature deals combat damage before creatures without first strike.)
Protection from black (This creature can't be blocked, targeted, dealt damage, or enchanted by anything black.)",Out of the blackness and stench of the engulfing swamp emerged a shimmering figure. Only the splattered armor and ichor-stained sword hinted at the unfathomable evil the knight had just laid waste.,Daniel Gelon,44,2,2,,
White Ward,873,normal,,{W},1,['W'],['W'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant creature
Enchanted creature has protection from white. This effect doesn't remove White Ward.",,Dan Frazier,45,,,,
Wrath of God,874,normal,,{2}{W}{W},4,['W'],['W'],Sorcery,,,Rare,Destroy all creatures. They can't be regenerated.,,Quinton Hoover,46,,,,
Air Elemental,691,normal,,{3}{U}{U},5,['U'],['U'],Creature — Elemental,,['Elemental'],Uncommon,Flying,"These spirits of the air are winsome and wild, and cannot be truly contained. Only marginally intelligent, they often substitute whimsy for strategy, delighting in mischief and mayhem.",Richard Thomas,47,4,4,,
Ancestral Recall,692,normal,,{U},1,['U'],['U'],Instant,,,Rare,Target player draws three cards.,,Mark Poole,48,,,,
Animate Artifact,693,normal,,{3}{U},4,['U'],['U'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant artifact
As long as enchanted artifact isn't a creature, it's an artifact creature with power and toughness each equal to its mana value.",,Douglas Shuler,49,,,,
Blue Elemental Blast,694,normal,,{U},1,['U'],['U'],Instant,,,Common,"Choose one —
• Counter target red spell.
• Destroy target red permanent.",,Richard Thomas,50,,,,
Braingeyser,695,normal,,{X}{U}{U},2,['U'],['U'],Sorcery,,,Rare,Target player draws X cards.,,Mark Tedin,51,,,,
Clone,696,normal,,{3}{U},4,['U'],['U'],Creature — Shapeshifter,,['Shapeshifter'],Uncommon,You may have Clone enter the battlefield as a copy of any creature on the battlefield.,,Julie Baroh,52,0,0,,
Control Magic,697,normal,,{2}{U}{U},4,['U'],['U'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant creature
You control enchanted creature.",,Dameon Willich,53,,,,
Copy Artifact,698,normal,,{1}{U},2,['U'],['U'],Enchantment,,,Rare,"You may have Copy Artifact enter the battlefield as a copy of any artifact on the battlefield, except it's an enchantment in addition to its other types.",,Amy Weber,54,,,,
Counterspell,699,normal,,{U}{U},2,['U'],['U'],Instant,,,Uncommon,Counter target spell.,,Mark Poole,55,,,,
Creature Bond,700,normal,,{1}{U},2,['U'],['U'],Enchantment — Aura,,['Aura'],Common,"Enchant creature
When enchanted creature dies, Creature Bond deals damage equal to that creature's toughness to the creature's controller.",,Anson Maddocks,56,,,,
Drain Power,701,normal,,{U}{U},2,['U'],['U'],Sorcery,,,Rare,Target player activates a mana ability of each land they control. Then that player loses all unspent mana and you add the mana lost this way.,,Douglas Shuler,57,,,,
Feedback,702,normal,,{2}{U},3,['U'],['U'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant enchantment
At the beginning of the upkeep of enchanted enchantment's controller, Feedback deals 1 damage to that player.",,Quinton Hoover,58,,,,
Flight,703,normal,,{U},1,['U'],['U'],Enchantment — Aura,,['Aura'],Common,"Enchant creature
Enchanted creature has flying.",,Anson Maddocks,59,,,,
Invisibility,704,normal,,{U}{U},2,['U'],['U'],Enchantment — Aura,,['Aura'],Common,"Enchant creature
Enchanted creature can't be blocked except by Walls.",,Anson Maddocks,60,,,,
Jump,705,normal,,{U},1,['U'],['U'],Instant,,,Common,Target creature gains flying until end of turn.,,Mark Poole,61,,,,
Lifetap,706,normal,,{U}{U},2,['U'],['U'],Enchantment,,,Uncommon,"Whenever a Forest an opponent controls becomes tapped, you gain 1 life.",,Anson Maddocks,62,,,,
Lord of Atlantis,707,normal,,{U}{U},2,['U'],['U'],Creature — Merfolk,,['Merfolk'],Rare,Other Merfolk get +1/+1 and have islandwalk. (They can't be blocked as long as defending player controls an Island.),"A master of tactics, the Lord of Atlantis makes his people bold in battle merely by arriving to lead them.",Melissa A. Benson,63,2,2,,
Magical Hack,708,normal,,{U},1,['U'],['U'],Instant,,,Rare,"Change the text of target spell or permanent by replacing all instances of one basic land type with another. (For example, you may change ""swampwalk"" to ""plainswalk."" This effect lasts indefinitely.)",,Julie Baroh,64,,,,
Mahamoti Djinn,709,normal,,{4}{U}{U},6,['U'],['U'],Creature — Djinn,,['Djinn'],Rare,Flying (This creature can't be blocked except by creatures with flying or reach.),"Of royal blood among the spirits of the air, the Mahamoti Djinn rides on the wings of the winds. As dangerous in the gambling hall as he is in battle, he is a master of trickery and misdirection.",Dan Frazier,65,5,6,,
Mana Short,710,normal,,{2}{U},3,['U'],['U'],Instant,,,Rare,Tap all lands target player controls and that player loses all unspent mana.,,Dameon Willich,66,,,,
Merfolk of the Pearl Trident,711,normal,,{U},1,['U'],['U'],Creature — Merfolk,,['Merfolk'],Common,,"Most human scholars believe that Merfolk are the survivors of sunken Atlantis, humans adapted to the water. Merfolk, however, believe that humans sprang forth from Merfolk who adapted themselves in order to explore their last frontier.",Jeff A. Menges,67,1,1,,
Phantasmal Forces,712,normal,,{3}{U},4,['U'],['U'],Creature — Illusion,,['Illusion'],Uncommon,"Flying
At the beginning of your upkeep, sacrifice Phantasmal Forces unless you pay {U}.","These beings embody the essence of true heroes long dead. Summoned from the dreamrealms, they rise to meet their enemies.",Mark Poole,68,4,1,,
Phantasmal Terrain,713,normal,,{U}{U},2,['U'],['U'],Enchantment — Aura,,['Aura'],Common,"Enchant land
As Phantasmal Terrain enters the battlefield, choose a basic land type.
Enchanted land is the chosen type.",,Dameon Willich,69,,,,
Phantom Monster,714,normal,,{3}{U},4,['U'],['U'],Creature — Illusion,,['Illusion'],Uncommon,Flying,"""While, like a ghastly rapid river,
Through the pale door,
A hideous throng rush out forever,
And laugh—but smile no more.""
—Edgar Allan Poe, ""The Haunted Palace""",Jesper Myrfors,70,3,3,,
Pirate Ship,715,normal,,{4}{U},5,['U'],['U'],Creature — Human Pirate,,"['Human', 'Pirate']",Rare,"Pirate Ship can't attack unless defending player controls an Island.
{T}: Pirate Ship deals 1 damage to any target.
When you control no Islands, sacrifice Pirate Ship.",,Tom Wänerstrand,71,4,3,,
Power Leak,716,normal,,{1}{U},2,['U'],['U'],Enchantment — Aura,,['Aura'],Common,"Enchant enchantment
At the beginning of the upkeep of enchanted enchantment's controller, that player may pay any amount of mana. Power Leak deals 2 damage to that player. Prevent X of that damage, where X is the amount of mana that player paid this way.",,Drew Tucker,72,,,,
Power Sink,717,normal,,{X}{U},1,['U'],['U'],Instant,,,Common,"Counter target spell unless its controller pays {X}. If that player doesn't, they tap all lands with mana abilities they control and lose all unspent mana.",,Richard Thomas,73,,,,
Prodigal Sorcerer,718,normal,,{2}{U},3,['U'],['U'],Creature — Human Wizard,,"['Human', 'Wizard']",Common,{T}: Prodigal Sorcerer deals 1 damage to any target.,Occasionally a member of the Institute of Arcane Study acquires a taste for worldly pleasures. Seldom do they have trouble finding employment.,Douglas Shuler,74,1,1,,
Psionic Blast,719,normal,,{2}{U},3,['U'],['U'],Instant,,,Uncommon,Psionic Blast deals 4 damage to any target and 2 damage to you.,,Douglas Shuler,75,,,,
Psychic Venom,720,normal,,{1}{U},2,['U'],['U'],Enchantment — Aura,,['Aura'],Common,"Enchant land
Whenever enchanted land becomes tapped, Psychic Venom deals 2 damage to that land's controller.",,Brian Snõddy,76,,,,
Sea Serpent,721,normal,,{5}{U},6,['U'],['U'],Creature — Serpent,,['Serpent'],Common,"Sea Serpent can't attack unless defending player controls an Island.
When you control no Islands, sacrifice Sea Serpent.","Legend has it that Serpents used to be bigger, but how could that be?",Jeff A. Menges,77,5,5,,
Siren's Call,722,normal,,{U},1,['U'],['U'],Instant,,,Uncommon,"Cast this spell only during an opponent's turn, before attackers are declared.
Creatures the active player controls attack this turn if able.
At the beginning of the next end step, destroy all non-Wall creatures that player controls that didn't attack this turn. Ignore this effect for each creature the player didn't control continuously since the beginning of the turn.",,Anson Maddocks,78,,,,
Sleight of Mind,723,normal,,{U},1,['U'],['U'],Instant,,,Rare,"Change the text of target spell or permanent by replacing all instances of one color word with another. (For example, you may change ""target black spell"" to ""target blue spell."" This effect lasts indefinitely.)",,Mark Poole,79,,,,
Spell Blast,724,normal,,{X}{U},1,['U'],['U'],Instant,,,Common,"Counter target spell with mana value X. (For example, if that spell's mana cost is {3}{U}{U}, X is 5.)",,Brian Snõddy,80,,,,
Stasis,725,normal,,{1}{U},2,['U'],['U'],Enchantment,,,Rare,"Players skip their untap steps.
At the beginning of your upkeep, sacrifice Stasis unless you pay {U}.",,Fay Jones,81,,,,
Steal Artifact,726,normal,,{2}{U}{U},4,['U'],['U'],Enchantment — Aura,,['Aura'],Uncommon,"Enchant artifact
You control enchanted artifact.",,Amy Weber,82,,,,
Thoughtlace,727,normal,,{U},1,['U'],['U'],Instant,,,Rare,Target spell or permanent becomes blue. (Mana symbols on that permanent remain unchanged.),,Mark Poole,83,,,,
Time Walk,728,normal,,{1}{U},2,['U'],['U'],Sorcery,,,Rare,Take an extra turn after this one.,,Amy Weber,84,,,,
Timetwister,729,normal,,{2}{U},3,['U'],['U'],Sorcery,,,Rare,"Each player shuffles their hand and graveyard into their library, then draws seven cards. (Then put Timetwister into its owner's graveyard.)",,Mark Tedin,85,,,,
Twiddle,730,normal,,{U},1,['U'],['U'],Instant,,,Common,"You may tap or untap target artifact, creature, or land.",,Rob Alexander,86,,,,
Unsummon,731,normal,,{U},1,['U'],['U'],Instant,,,Common,Return target creature to its owner's hand.,,Douglas Shuler,87,,,,
